181|New Orleans|United States|1185000|0|0|0|0|0|0|0|0|0|0|0|0|132|291|656|1185|-90.0987|29.9564|New_Orleans
182|Houston|United States|2755100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|700|2755|-95.4071|29.7718|Houston
183|Lhasa|China|84400|0|0|100|45|0|0|0|0|0|0|80|50|0|0|0|84|91.1321|29.6507|Lhasa
184|Chongqing|China|2450000|0|0|0|0|0|0|0|0|0|0|0|0|0|180|1055|2450|106.5227|29.5441|Chongqing
185|San Antonio|United States|968200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|449|968|-98.5246|29.4299|San_Antonio
186|New Delhi|India|273036|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|273|77.2168|28.5687|New_Delhi
187|Delhi|India|7200000|0|0|0|0|0|60|100|90|80|100|120|140|156|207|1306|7200|77.2244|28.5265|Delhi
188|Changsha|China|1190000|0|0|0|0|0|0|0|0|0|0|0|85|0|220|396|1190|112.9685|28.1976|Changsha
189|Kathmandu|Nepal|320000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|320|85.3130|27.7120|Kathmandu
190|Thimphu|Bhutan|12000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|89.6673|27.4426|Thimphu
191|Jaipur|India|1025000|0|0|0|0|0|0|0|0|50|60|90|75|100|160|286|1025|75.8013|26.9051|Jaipur
192|Lucknow|India|1060000|0|0|0|0|0|0|0|0|0|0|0|240|300|265|481|1060|80.9197|26.8494|Lucknow
193|Guiyang|China|1010000|0|0|0|0|0|0|0|0|0|0|0|0|0|100|239|1010|106.7003|26.5719|Guiyang
194|Kanpur|India|1875000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|670|1875|80.3179|26.4578|Kanpur
195|Fuzhou|China|890000|0|0|0|45|45|50|70|81|83|78|67|130|175|250|400|890|119.3035|26.0710|Fuzhou
196|Miami|United States|2827300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|458|2827|-80.2702|25.8321|Miami
197|Monterrey|Mexico|2015000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|335|2015|-100.3171|25.6774|Monterrey
198|Patna|India|1025000|70|0|75|0|0|0|0|0|0|80|80|170|226|197|250|1025|85.1353|25.6139|Patna
199|Hyderabad|Pakistan|800000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|235|800|68.3665|25.3802|Hyderabad,_Sindh
