time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-04T22:51:57.160Z,35.6646667,-117.5168333,1.13,2.28,ml,20,82,0.0898,0.19,ci,ci38445351,2019-07-05T02:47:59.123Z,"15km ENE of Ridgecrest, CA",earthquake,0.28,0.55,0.142,26,automatic,ci,ci
2019-07-04T22:51:42.530Z,35.7435,-117.5496667,1.72,1.89,ml,23,117,0.1712,0.14,ci,ci38445343,2019-07-04T22:55:28.100Z,"13km WSW of Searles Valley, CA",earthquake,0.26,0.55,0.243,24,automatic,ci,ci
2019-07-04T22:48:47.370Z,35.7735,-117.6058333,2.24,1.68,ml,21,107,0.134,0.15,ci,ci38445327,2019-07-04T22:52:32.317Z,"18km NNE of Ridgecrest, CA",earthquake,0.23,0.48,0.157,23,automatic,ci,ci
2019-07-04T22:45:47.120Z,35.7375,-117.5403333,0.4,1.52,ml,13,138,0.1636,0.15,ci,ci38445319,2019-07-05T02:53:09.680Z,"13km WSW of Searles Valley, CA",earthquake,0.34,0.58,0.131,14,automatic,ci,ci
2019-07-04T22:45:16.205Z,-28.0401,-66.877,162.54,4.4,mb,,48,2.333,0.68,us,us70004ae0,2019-07-04T23:06:32.040Z,"44km SE of Londres, Argentina",earthquake,7.5,8.3,0.082,43,reviewed,us,us
2019-07-04T22:44:09.720Z,35.6028333,-117.6011667,5.23,2.16,ml,21,87,0.1144,0.15,ci,ci38445303,2019-07-04T22:55:10.220Z,"7km ESE of Ridgecrest, CA",earthquake,0.24,1.77,0.145,26,automatic,ci,ci
2019-07-04T22:42:21.650Z,35.7211685,-117.5240021,2.21,3.2,ml,57,60,0.1435,0.17,ci,ci38445295,2019-07-05T04:22:34.040Z,"12km WSW of Searles Valley, CA",earthquake,0.17,0.53,0.201,20,reviewed,ci,ci
2019-07-04T22:39:53.412Z,54.7099,-159.7473,30.27,4.5,mb,,163,0.152,0.66,us,us70004adv,2019-07-05T05:28:45.337Z,"14km SW of Chernabura Island, Alaska",earthquake,7.8,5.6,0.062,77,reviewed,us,us
2019-07-04T22:39:04.660Z,35.7643333,-117.5448333,10.77,1.66,ml,14,138,0.1771,0.18,ci,ci38445279,2019-07-05T02:51:17.531Z,"13km W of Searles Valley, CA",earthquake,0.4,1.4,0.109,22,automatic,ci,ci
2019-07-04T22:38:12.880Z,35.7173333,-117.5265,0.35,2.1,ml,27,60,0.1407,0.18,ci,ci38445271,2019-07-04T22:42:01.452Z,"12km WSW of Searles Valley, CA",earthquake,0.25,31.61,0.187,25,automatic,ci,ci
2019-07-04T22:36:23.380Z,35.7103333,-117.5065,8.86,2,ml,22,62,0.1287,0.16,ci,ci38445263,2019-07-04T22:47:03.110Z,"11km SW of Searles Valley, CA",earthquake,0.3,1.1,0.134,27,automatic,ci,ci
2019-07-04T22:35:39.350Z,35.6338333,-117.6156667,6.88,2.4,ml,29,49,0.1244,0.22,ci,ci38445255,2019-07-05T03:33:03.001Z,"6km ENE of Ridgecrest, CA",earthquake,0.3,1.23,0.128,25,automatic,ci,ci
2019-07-04T22:34:27.990Z,35.702,-117.4828333,0.65,2.14,ml,26,85,0.1165,0.19,ci,ci38445247,2019-07-04T22:38:14.214Z,"10km SW of Searles Valley, CA",earthquake,0.3,0.63,0.169,27,automatic,ci,ci
2019-07-04T22:33:47.610Z,35.6466667,-117.4561667,0.19,1.55,ml,12,149,0.1426,0.22,ci,ci38445239,2019-07-04T22:37:45.905Z,"14km SSW of Searles Valley, CA",earthquake,0.69,31.61,0.217,20,automatic,ci,ci
2019-07-04T22:32:33.520Z,35.575,-117.6115,6.45,1.61,ml,13,201,0.1113,0.17,ci,ci38445231,2019-07-04T22:36:20.198Z,"8km SE of Ridgecrest, CA",earthquake,0.72,1.31,0.172,20,automatic,ci,ci
2019-07-04T22:31:39.010Z,35.6538333,-117.5345,2.64,1.73,ml,17,73,0.08935,0.18,ci,ci38445215,2019-07-04T22:35:27.173Z,"13km ENE of Ridgecrest, CA",earthquake,0.31,0.78,0.092,21,automatic,ci,ci
2019-07-04T22:30:16.130Z,35.0486667,-118.9321667,6.54,2.87,ml,36,48,0.1263,0.26,ci,ci38445207,2019-07-05T21:10:40.924Z,"12km N of Grapevine, CA",earthquake,0.4,1.65,0.231,26,reviewed,ci,ci
2019-07-04T22:30:07.880Z,35.7008333,-117.4893333,1.85,2.62,ml,30,63,0.1162,0.16,ci,ci38445199,2019-07-04T22:40:51.720Z,"11km SW of Searles Valley, CA",earthquake,0.24,0.75,0.17,24,automatic,ci,ci
2019-07-04T22:30:00.750Z,35.5758333,-117.6308333,8.54,1.88,ml,18,72,0.1048,0.16,ci,ci38445191,2019-07-04T22:33:41.633Z,"6km SE of Ridgecrest, CA",earthquake,0.3,1.11,0.036,3,automatic,ci,ci
2019-07-04T22:29:06.560Z,35.7038333,-117.495,9.8,2.51,ml,27,71,0.1201,0.16,ci,ci38445183,2019-07-05T02:39:47.874Z,"11km SW of Searles Valley, CA",earthquake,0.29,0.76,0.149,26,automatic,ci,ci
2019-07-04T22:28:30.770Z,35.693,-117.4943333,4.06,2.02,ml,26,63,0.1094,0.19,ci,ci38445175,2019-07-04T22:39:45.860Z,"12km SW of Searles Valley, CA",earthquake,0.31,1.35,0.165,26,automatic,ci,ci
2019-07-04T22:27:51.390Z,35.6746667,-117.5071667,1.42,1.64,ml,15,62,0.0953,0.25,ci,ci38445159,2019-07-04T22:31:28.080Z,"14km SW of Searles Valley, CA",earthquake,0.47,1.01,0.138,24,automatic,ci,ci
2019-07-04T22:23:09.400Z,35.6151667,-117.5808333,8.47,1.51,ml,17,97,0.1008,0.18,ci,ci38445143,2019-07-04T22:26:52.491Z,"9km E of Ridgecrest, CA",earthquake,0.3,1.17,0.11,20,automatic,ci,ci
2019-07-04T22:20:26.870Z,35.6041667,-117.5755,6.42,1.88,ml,18,92,0.09401,0.15,ci,ci38445127,2019-07-04T22:24:17.472Z,"9km ESE of Ridgecrest, CA",earthquake,0.27,0.89,0.173,19,automatic,ci,ci
2019-07-04T22:19:55.620Z,35.7045,-117.5175,6.76,2.25,ml,28,61,0.1261,0.19,ci,ci38445119,2019-07-04T22:30:38.660Z,"12km SW of Searles Valley, CA",earthquake,0.32,1.11,0.14,25,automatic,ci,ci
2019-07-04T22:18:18.070Z,35.6091652,-117.5973358,4.86,2.41,ml,34,52,0.1124,0.16,ci,ci38445111,2019-07-04T22:22:08.458Z,"7km E of Ridgecrest, CA",earthquake,0.21,0.7,0.238,29,automatic,ci,ci
2019-07-04T22:17:18.120Z,35.6998333,-117.5256667,2.37,2.31,ml,27,69,0.1243,0.21,ci,ci38445103,2019-07-05T01:55:57.815Z,"13km SW of Searles Valley, CA",earthquake,0.31,1.17,0.188,26,automatic,ci,ci
2019-07-04T22:15:30.220Z,35.7506667,-117.5668333,2.63,2.42,ml,21,132,0.1604,0.17,ci,ci38445095,2019-07-04T22:19:13.442Z,"15km W of Searles Valley, CA",earthquake,0.31,1.48,0.23,21,automatic,ci,ci
2019-07-04T22:12:08.280Z,35.7443333,-117.5663333,1.97,4.47,mw,72,44,0.1586,0.19,ci,ci38445087,2019-07-05T22:39:49.646Z,"15km W of Searles Valley, CA",earthquake,0.11,0.39,,6,reviewed,ci,ci
2019-07-04T22:10:00.180Z,35.6293333,-117.5603333,1.6,2.28,ml,21,59,0.09067,0.19,ci,ci38445079,2019-07-04T22:28:06.821Z,"10km E of Ridgecrest, CA",earthquake,0.36,0.59,0.087,25,automatic,ci,ci
2019-07-04T22:07:20.420Z,35.726,-117.542,7.74,1.8,ml,21,78,0.173,0.2,ci,ci38445063,2019-07-04T22:11:02.395Z,"13km WSW of Searles Valley, CA",earthquake,0.36,2.47,0.058,15,automatic,ci,ci
2019-07-04T22:07:02.091Z,58.8763,-154.3655,110.6,2.7,ml,,,,0.71,ak,ak0198ibk5go,2019-07-05T21:09:46.040Z,"102km SSE of Old Iliamna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-04T22:06:24.560Z,35.7381667,-117.5431667,1.36,2.36,ml,20,91,0.1651,0.21,ci,ci38445055,2019-07-04T22:10:13.529Z,"13km WSW of Searles Valley, CA",earthquake,0.31,0.79,0.162,10,automatic,ci,ci
2019-07-04T22:05:22.570Z,35.6534,-117.442,8.97,3.3,ml,,26,0.56,1.17,us,us70004ach,2019-07-05T04:16:16.040Z,"13km SSW of Searles Valley, California",earthquake,3,9.1,0.034,112,reviewed,us,us
2019-07-04T22:05:03.230Z,35.6555,-117.5363333,7.6,2.3,mh,30,60,0.09159,0.13,ci,ci38445039,2019-07-05T01:58:44.745Z,"13km ENE of Ridgecrest, CA",earthquake,0.22,0.87,,0,reviewed,ci,ci
2019-07-04T22:04:08.430Z,35.6648333,-117.576,4.4,2.08,ml,18,82,0.1213,0.16,ci,ci38445031,2019-07-04T22:08:04.379Z,"10km ENE of Ridgecrest, CA",earthquake,0.28,0.9,0.118,16,automatic,ci,ci
2019-07-04T22:03:30.590Z,35.7353333,-117.5496667,6.4,2.44,ml,19,147,0.1647,0.16,ci,ci38445023,2019-07-04T22:07:30.376Z,"14km WSW of Searles Valley, CA",earthquake,0.38,1.31,0.158,13,automatic,ci,ci
2019-07-04T22:02:35.090Z,35.6775017,-117.5148315,2.85,3.35,ml,61,45,0.1004,0.16,ci,ci38445015,2019-07-05T03:56:13.040Z,"14km SW of Searles Valley, CA",earthquake,0.17,0.88,0.201,21,reviewed,ci,ci
2019-07-04T22:00:01.380Z,35.7046667,-117.518,4.92,1.92,ml,19,79,0.1264,0.13,ci,ci38445007,2019-07-05T03:48:11.645Z,"12km SW of Searles Valley, CA",earthquake,0.28,0.87,0.145,15,automatic,ci,ci
2019-07-04T21:59:15.450Z,35.7246667,-117.5211667,2.16,2.26,ml,21,79,0.146,0.18,ci,ci38444999,2019-07-04T22:03:06.352Z,"12km WSW of Searles Valley, CA",earthquake,0.32,0.71,0.141,25,automatic,ci,ci
2019-07-04T21:58:12.270Z,35.7355,-117.7621667,0.16,2.05,ml,13,166,0.04409,0.32,ci,ci38444991,2019-07-05T02:49:36.630Z,"11km NNE of Inyokern, CA",earthquake,0.97,31.61,0.086,27,automatic,ci,ci
2019-07-04T21:55:42.440Z,35.579,-117.6156667,1.61,1.8,ml,13,113,0.1131,0.17,ci,ci38444975,2019-07-04T21:59:25.951Z,"7km SE of Ridgecrest, CA",earthquake,0.4,0.57,0.129,27,automatic,ci,ci
2019-07-04T21:54:49.130Z,35.6681667,-117.5233333,2.56,1.95,ml,21,77,0.0955,0.15,ci,ci38444967,2019-07-04T21:58:40.626Z,"15km ENE of Ridgecrest, CA",earthquake,0.31,0.66,0.136,23,automatic,ci,ci
2019-07-04T21:54:20.120Z,35.6265,-117.5666667,1.34,1.8,ml,17,120,0.09402,0.15,ci,ci38444959,2019-07-04T21:58:14.424Z,"10km E of Ridgecrest, CA",earthquake,0.3,0.49,0.13,27,automatic,ci,ci
2019-07-04T21:53:39.860Z,35.7348333,-117.5441667,0.86,1.74,ml,19,77,0.1624,0.18,ci,ci38444951,2019-07-04T21:57:24.919Z,"13km WSW of Searles Valley, CA",earthquake,0.31,0.6,0.149,26,automatic,ci,ci
2019-07-04T21:50:53.830Z,35.716,-117.496,6.36,1.86,ml,17,163,0.1321,0.25,ci,ci38444935,2019-07-05T00:22:06.144Z,"10km SW of Searles Valley, CA",earthquake,0.66,2.05,0.149,8,automatic,ci,ci
2019-07-04T21:50:24.470Z,35.6736667,-117.4808333,10.65,2.36,ml,20,86,0.08829,0.18,ci,ci38444927,2019-07-04T21:54:14.898Z,"12km SSW of Searles Valley, CA",earthquake,0.34,0.66,0.175,26,automatic,ci,ci
2019-07-04T21:47:50.390Z,35.664,-117.5318333,5.34,2.26,ml,21,94,0.09591,0.17,ci,ci38444919,2019-07-05T02:49:12.099Z,"14km ENE of Ridgecrest, CA",earthquake,0.33,1.64,0.079,5,automatic,ci,ci
2019-07-04T21:47:04.410Z,35.6321678,-117.6071701,9,3.25,ml,50,51,0.1266,0.16,ci,ci38444903,2019-07-05T03:09:48.790Z,"6km ENE of Ridgecrest, CA",earthquake,0.19,0.64,0.231,19,reviewed,ci,ci
2019-07-04T21:46:34.030Z,35.7011667,-117.4786667,0.93,2.5,ml,21,86,0.1152,0.19,ci,ci38444895,2019-07-04T21:55:11.002Z,"10km SW of Searles Valley, CA",earthquake,0.33,0.82,0.168,29,reviewed,ci,ci
2019-07-04T21:45:29.271Z,66.283,-157.2186,0,1.5,ml,,,,0.63,ak,ak0198ib70ij,2019-07-04T21:51:48.604Z,"71km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-04T21:44:09.810Z,35.6886667,-117.5163333,6.22,2.45,ml,27,80,0.1111,0.16,ci,ci38444871,2019-07-05T02:39:37.946Z,"13km SW of Searles Valley, CA",earthquake,0.29,1.07,0.132,26,automatic,ci,ci
2019-07-04T21:43:55.023Z,62.5692,-151.2686,81.9,1.5,ml,,,,0.63,ak,ak0198ib6n2d,2019-07-04T21:48:26.673Z,"65km WNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-04T21:43:01.120Z,35.711,-117.498,11.86,1.76,ml,18,84,0.1276,0.17,ci,ci38444855,2019-07-04T21:46:54.611Z,"11km SW of Searles Valley, CA",earthquake,0.38,1.2,0.077,14,automatic,ci,ci
2019-07-04T21:41:59.830Z,35.7193333,-117.5321667,2.19,2.74,ml,26,59,0.1443,0.13,ci,ci38444847,2019-07-05T02:50:31.636Z,"13km WSW of Searles Valley, CA",earthquake,0.22,0.63,0.177,25,automatic,ci,ci
2019-07-04T21:41:32.320Z,35.6061667,-117.5985,4.14,2.49,ml,18,84,0.1128,0.13,ci,ci38444831,2019-07-05T00:47:38.897Z,"7km ESE of Ridgecrest, CA",earthquake,0.24,0.84,0.163,24,automatic,ci,ci
2019-07-04T21:40:33.450Z,35.6691666,-117.518837,2.04,3.42,ml,59,45,0.09451,0.16,ci,ci38444823,2019-07-05T02:43:36.785Z,"15km SW of Searles Valley, CA",earthquake,0.18,0.54,0.228,20,reviewed,ci,ci
2019-07-04T21:37:04.560Z,35.707,-117.4851667,1.7,2.11,ml,18,86,0.1217,0.23,ci,ci38444815,2019-07-05T00:26:03.116Z,"10km SW of Searles Valley, CA",earthquake,0.5,1.34,0.214,22,automatic,ci,ci
2019-07-04T21:36:25.410Z,35.7095,-117.4835,2.11,1.85,ml,22,64,0.124,0.17,ci,ci38444807,2019-07-05T03:36:04.515Z,"10km SW of Searles Valley, CA",earthquake,0.33,0.71,0.113,28,automatic,ci,ci
2019-07-04T21:35:45.360Z,35.6428333,-117.5575,7.19,1.69,ml,19,131,0.09586,0.16,ci,ci38444799,2019-07-04T21:39:31.561Z,"11km ENE of Ridgecrest, CA",earthquake,0.34,0.9,0.14,24,automatic,ci,ci
2019-07-04T21:33:37.167Z,69.6383,-144.3139,0,1.6,ml,,,,0.95,ak,ak0198ib4gk8,2019-07-04T21:41:04.499Z,"61km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-07-04T21:33:34.350Z,35.6155014,-117.5893326,5.43,3.08,ml,50,46,0.1076,0.15,ci,ci38444791,2019-07-05T21:21:22.040Z,"8km E of Ridgecrest, CA",earthquake,0.19,1.05,0.311,20,reviewed,ci,ci
2019-07-04T21:32:46.060Z,35.725,-117.5691667,2.03,2.62,ml,28,57,0.1511,0.18,ci,ci38444783,2019-07-04T21:44:44.532Z,"15km NE of Ridgecrest, CA",earthquake,0.27,0.68,0.16,25,reviewed,ci,ci
2019-07-04T21:32:11.070Z,35.622,-117.5911667,9.74,1.56,ml,15,109,0.1109,0.17,ci,ci38444775,2019-07-04T21:36:06.543Z,"8km E of Ridgecrest, CA",earthquake,0.32,0.95,0.116,13,automatic,ci,ci
2019-07-04T21:31:51.500Z,35.7383333,-117.5313333,10.4,1.66,ml,17,159,0.1616,0.22,ci,ci38444767,2019-07-04T21:35:37.193Z,"12km WSW of Searles Valley, CA",earthquake,0.52,1.1,0.087,6,automatic,ci,ci
2019-07-04T21:31:13.660Z,35.6455,-117.5433333,1.84,2.26,ml,25,79,0.08852,0.14,ci,ci38444759,2019-07-04T21:51:06.030Z,"12km ENE of Ridgecrest, CA",earthquake,0.23,0.63,0.107,26,reviewed,ci,ci
2019-07-04T21:28:43.930Z,35.7171667,-117.539,1.23,2.45,ml,28,59,0.1446,0.21,ci,ci38444735,2019-07-05T02:48:40.213Z,"13km WSW of Searles Valley, CA",earthquake,0.29,0.88,0.133,25,automatic,ci,ci
2019-07-04T21:26:35.090Z,35.6766663,-117.5274963,7.39,3,ml,53,52,0.1045,0.21,ci,ci38444719,2019-07-05T21:20:34.040Z,"15km ENE of Ridgecrest, CA",earthquake,0.2,1.02,0.159,22,reviewed,ci,ci
2019-07-04T21:26:15.500Z,35.7345,-117.5535,0.35,2.24,ml,20,58,0.1653,0.2,ci,ci38444711,2019-07-04T21:30:13.425Z,"14km WSW of Searles Valley, CA",earthquake,0.31,31.61,0.134,26,automatic,ci,ci
2019-07-04T21:25:49.250Z,35.6721667,-117.5165,1.6,2.21,ml,17,99,0.09625,0.18,ci,ci38444703,2019-07-04T21:29:35.924Z,"15km SW of Searles Valley, CA",earthquake,0.32,0.73,0.102,28,automatic,ci,ci
2019-07-04T21:25:28.200Z,35.6695,-117.5193333,2.4,2.05,ml,25,61,0.095,0.13,ci,ci38444695,2019-07-04T21:36:19.510Z,"15km SW of Searles Valley, CA",earthquake,0.22,0.54,0.137,27,automatic,ci,ci
2019-07-04T21:23:15.050Z,35.6951667,-117.4893333,1.65,2.8,ml,27,63,0.1107,0.16,ci,ci38444687,2019-07-04T21:26:57.137Z,"11km SW of Searles Valley, CA",earthquake,0.26,0.75,0.114,25,automatic,ci,ci
2019-07-04T21:22:57.700Z,35.4843333,-117.7725,17.18,2.26,ml,13,94,0.07392,0.18,ci,ci38444679,2019-07-05T02:40:35.232Z,"18km SSW of Ridgecrest, CA",earthquake,0.62,1.09,0.141,26,automatic,ci,ci
2019-07-04T21:21:55.190Z,35.6243333,-117.5731667,1.01,1.88,ml,23,63,0.09799,0.16,ci,ci38444671,2019-07-04T21:25:51.383Z,"9km E of Ridgecrest, CA",earthquake,0.33,0.55,0.105,26,automatic,ci,ci
2019-07-04T21:18:40.540Z,35.5931667,-117.6056667,1.89,1.78,ml,17,93,0.1171,0.19,ci,ci38444639,2019-07-04T21:22:31.024Z,"7km ESE of Ridgecrest, CA",earthquake,0.37,0.62,0.213,26,automatic,ci,ci
2019-07-04T21:15:55.340Z,35.7251667,-117.556,1.45,2.43,ml,26,62,0.1581,0.14,ci,ci38444631,2019-07-04T21:27:04.820Z,"14km WSW of Searles Valley, CA",earthquake,0.21,0.46,0.155,25,automatic,ci,ci
2019-07-04T21:15:31.960Z,35.6483333,-117.5798333,9.18,1.74,ml,12,83,0.114,0.14,ci,ci38444623,2019-07-04T21:19:15.311Z,"9km ENE of Ridgecrest, CA",earthquake,0.32,1.32,0.145,26,automatic,ci,ci
2019-07-04T21:14:36.130Z,35.6875,-117.4983333,7.42,1.91,ml,15,160,0.105,0.19,ci,ci38444615,2019-07-04T21:20:37.324Z,"12km SW of Searles Valley, CA",earthquake,0.43,1.58,0.196,26,automatic,ci,ci
2019-07-04T21:14:00.770Z,35.675,-117.5045,9.11,1.69,ml,15,156,0.09479,0.16,ci,ci38444607,2019-07-04T21:17:55.301Z,"14km SW of Searles Valley, CA",earthquake,0.4,1.04,0.138,23,automatic,ci,ci
2019-07-04T21:13:24.820Z,35.5963333,-117.6158333,2.16,1.71,ml,15,93,0.1256,0.21,ci,ci38444599,2019-07-04T21:17:21.299Z,"6km ESE of Ridgecrest, CA",earthquake,0.43,0.62,0.095,16,automatic,ci,ci
2019-07-04T21:12:26.410Z,35.6713333,-117.4688333,6.88,1.7,ml,14,169,0.08482,0.17,ci,ci38444591,2019-07-04T21:16:17.780Z,"12km SSW of Searles Valley, CA",earthquake,0.44,0.89,0.064,8,automatic,ci,ci
2019-07-04T21:11:52.060Z,35.6416667,-117.549,8.38,2.08,ml,26,78,0.08962,0.14,ci,ci38444583,2019-07-05T03:34:37.595Z,"12km ENE of Ridgecrest, CA",earthquake,0.24,0.81,0.234,27,automatic,ci,ci
2019-07-04T21:11:09.690Z,35.6861667,-117.5328333,7.1,1.76,ml,14,151,0.1149,0.22,ci,ci38444575,2019-07-04T21:15:01.744Z,"15km SW of Searles Valley, CA",earthquake,0.55,1.27,0.165,14,automatic,ci,ci
2019-07-04T21:07:43.652Z,60.7816,-151.9359,64.7,1.6,ml,,,,0.65,ak,ak0198iaywcy,2019-07-04T21:12:28.118Z,"36km WNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-07-04T21:07:08.600Z,35.5995,-117.5978333,4.74,2.52,ml,29,41,0.1113,0.18,ci,ci38444559,2019-07-05T03:34:27.212Z,"7km ESE of Ridgecrest, CA",earthquake,0.26,1,0.241,26,automatic,ci,ci
2019-07-04T21:05:57.380Z,35.6240005,-117.5788345,2.12,1.63,ml,17,75,0.1021,0.14,ci,ci38444551,2019-07-04T21:09:51.675Z,"9km E of Ridgecrest, CA",earthquake,0.37,0.73,0.227,6,automatic,ci,ci
2019-07-04T21:02:55.860Z,35.6896667,-117.4853363,7.08,3.56,ml,61,47,0.1047,0.17,ci,ci38444543,2019-07-05T21:04:53.736Z,"11km SW of Searles Valley, CA",earthquake,0.19,0.69,0.193,19,reviewed,ci,ci
2019-07-04T21:01:29.360Z,35.6608333,-117.517,1.49,2.25,ml,19,82,0.08657,0.19,ci,ci38444535,2019-07-05T02:34:30.604Z,"15km ENE of Ridgecrest, CA",earthquake,0.32,0.79,0.106,26,automatic,ci,ci
2019-07-04T21:00:57.210Z,35.6803333,-117.5931667,2.52,2.27,ml,24,56,0.1419,0.23,ci,ci38444527,2019-07-05T02:56:32.916Z,"10km NE of Ridgecrest, CA",earthquake,0.35,1.41,0.128,25,automatic,ci,ci
2019-07-04T20:59:29.560Z,35.6858333,-117.504,4.94,2.25,ml,26,62,0.1048,0.2,ci,ci38444519,2019-07-04T21:03:21.625Z,"13km SW of Searles Valley, CA",earthquake,0.3,1.19,0.125,26,automatic,ci,ci
2019-07-04T20:58:57.560Z,35.7215,-117.5485,0.21,1.92,ml,25,62,0.1519,0.23,ci,ci38444511,2019-07-04T21:03:02.622Z,"14km WSW of Searles Valley, CA",earthquake,0.32,31.61,0.126,28,automatic,ci,ci
2019-07-04T20:57:34.908Z,56.0393,163.8107,10,4.2,mb,,150,4.262,1.04,us,us70004a9m,2019-07-04T21:36:37.040Z,"85km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake,8.8,1.9,0.093,32,reviewed,us,us
2019-07-04T20:57:12.360Z,35.6585,-117.532,8.73,2.54,ml,26,68,0.09163,0.13,ci,ci38444503,2019-07-05T03:06:51.115Z,"14km ENE of Ridgecrest, CA",earthquake,0.22,0.75,0.133,26,automatic,ci,ci
2019-07-04T20:56:39.080Z,35.6865005,-117.5189972,4.62,1.71,ml,15,136,0.2045,0.16,ci,ci38444495,2019-07-04T21:00:23.606Z,"14km SW of Searles Valley, CA",earthquake,0.42,2.7,0.201,7,automatic,ci,ci
2019-07-04T20:55:24.820Z,35.7088318,-117.4771652,0.2,3.37,ml,59,54,0.1227,0.22,ci,ci38444487,2019-07-04T21:57:53.885Z,"9km SW of Searles Valley, CA",earthquake,0.18,0.59,0.242,20,reviewed,ci,ci
2019-07-04T20:53:37.500Z,35.0656667,-117.7148333,7.56,1.5,ml,12,100,0.1319,0.33,ci,ci38444463,2019-07-05T02:54:53.211Z,"10km NW of Boron, CA",quarry blast,1.16,4.36,0.2,28,automatic,ci,ci
2019-07-04T20:52:24.560Z,35.6751667,-117.4753333,5.06,2.26,ml,23,89,0.08912,0.13,ci,ci38444455,2019-07-05T02:00:12.809Z,"12km SSW of Searles Valley, CA",earthquake,0.3,0.78,0.13,26,automatic,ci,ci
2019-07-04T20:51:54.620Z,35.6463333,-117.6015,0.24,1.75,ml,18,56,0.1282,0.25,ci,ci38444447,2019-07-05T00:31:26.282Z,"7km ENE of Ridgecrest, CA",earthquake,0.49,31.61,0.156,22,automatic,ci,ci
2019-07-04T20:50:20.040Z,35.7291667,-117.5686667,1.75,2.1,ml,24,73,0.1667,0.18,ci,ci38444439,2019-07-04T20:54:05.706Z,"15km NE of Ridgecrest, CA",earthquake,0.27,0.97,0.144,26,automatic,ci,ci
2019-07-04T20:49:42.980Z,35.5995,-117.5951667,6.17,1.93,ml,20,86,0.1091,0.16,ci,ci38444431,2019-07-04T20:53:30.704Z,"8km ESE of Ridgecrest, CA",earthquake,0.27,1.15,0.17,28,automatic,ci,ci
2019-07-04T20:49:06.540Z,35.6598333,-117.5283333,4.36,1.95,ml,16,75,0.09087,0.16,ci,ci38444423,2019-07-04T20:52:56.701Z,"14km ENE of Ridgecrest, CA",earthquake,0.33,1,0.101,26,automatic,ci,ci
2019-07-04T20:45:26.620Z,35.7008324,-117.4776688,0.04,3.09,ml,49,55,0.1148,0.15,ci,ci38444407,2019-07-05T01:53:52.056Z,"10km SW of Searles Valley, CA",earthquake,0.17,0.55,0.213,25,reviewed,ci,ci
2019-07-04T20:43:16.990Z,35.6,-117.5986667,1.32,1.66,ml,14,86,0.112,0.17,ci,ci38444399,2019-07-05T02:55:50.255Z,"7km ESE of Ridgecrest, CA",earthquake,0.35,0.76,0.155,19,automatic,ci,ci
2019-07-04T20:42:42.210Z,35.6313333,-117.5823333,8.79,1.6,ml,17,104,0.1076,0.13,ci,ci38444391,2019-07-04T20:46:30.645Z,"8km E of Ridgecrest, CA",earthquake,0.23,0.87,0.12,24,automatic,ci,ci
2019-07-04T20:41:32.570Z,35.6363333,-117.609,5.06,2.18,ml,22,73,0.1295,0.19,ci,ci38444383,2019-07-04T20:45:27.118Z,"6km ENE of Ridgecrest, CA",earthquake,0.3,1.14,0.193,26,automatic,ci,ci
2019-07-04T20:40:03.080Z,35.6938333,-117.4938333,7.59,1.84,ml,15,84,0.1102,0.29,ci,ci38444367,2019-07-04T20:43:52.107Z,"12km SW of Searles Valley, CA",earthquake,0.75,2.74,0.128,21,automatic,ci,ci
2019-07-04T20:39:14.370Z,35.6721667,-117.519,5.86,2.38,ml,25,62,0.0972,0.17,ci,ci38444359,2019-07-05T00:39:10.508Z,"15km SW of Searles Valley, CA",earthquake,0.29,1.18,0.215,26,automatic,ci,ci
2019-07-04T20:38:55.970Z,35.7146667,-117.5236667,2.32,1.88,ml,23,89,0.1373,0.19,ci,ci38444343,2019-07-04T20:42:46.247Z,"12km WSW of Searles Valley, CA",earthquake,0.3,0.78,0.136,27,automatic,ci,ci
2019-07-04T20:37:29.550Z,35.6478333,-117.5428333,6.4,1.99,ml,24,60,0.08979,0.15,ci,ci38444335,2019-07-04T20:41:24.542Z,"12km ENE of Ridgecrest, CA",earthquake,0.3,0.99,0.188,24,automatic,ci,ci
2019-07-04T20:36:59.350Z,35.7111667,-117.5195,4.4,1.69,ml,18,159,0.1329,0.23,ci,ci38444327,2019-07-04T20:40:49.018Z,"12km WSW of Searles Valley, CA",earthquake,0.51,1.65,0.103,23,automatic,ci,ci
2019-07-04T20:35:20.930Z,35.7376667,-117.5443333,1.55,2.35,ml,26,66,0.165,0.15,ci,ci38444319,2019-07-04T20:39:15.011Z,"13km WSW of Searles Valley, CA",earthquake,0.24,0.73,0.109,25,automatic,ci,ci
2019-07-04T20:34:32.100Z,35.640667,-117.5833359,8.68,2.61,ml,42,57,0.1125,0.17,ci,ci38444311,2019-07-04T20:45:24.140Z,"9km ENE of Ridgecrest, CA",earthquake,0.22,0.73,0.183,23,automatic,ci,ci
