time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-05T14:12:39.520Z,35.6455,-117.5363333,4.46,1.93,ml,23,71,0.08435,0.17,ci,ci38451895,2019-07-05T14:16:33.767Z,"13km ENE of Ridgecrest, CA",earthquake,0.26,0.74,0.188,26,automatic,ci,ci
2019-07-05T14:11:47.450Z,35.6026667,-117.5973333,1.21,2.38,ml,34,40,0.1113,0.16,ci,ci38451887,2019-07-05T14:22:47.730Z,"7km ESE of Ridgecrest, CA",earthquake,0.2,0.48,0.112,24,automatic,ci,ci
2019-07-05T14:09:34.080Z,35.7365,-117.5486667,6.52,1.73,ml,20,90,0.08848,0.23,ci,ci38451871,2019-07-05T14:13:22.396Z,"14km WSW of Searles Valley, CA",earthquake,0.4,1.12,0.17,25,automatic,ci,ci
2019-07-05T14:07:43.820Z,35.575,-117.6336667,4.61,2.16,ml,31,57,0.1031,0.18,ci,ci38451847,2019-07-05T14:18:40.410Z,"6km SE of Ridgecrest, CA",earthquake,0.24,0.85,0.123,25,automatic,ci,ci
2019-07-05T14:07:09.660Z,35.7948333,-117.6146667,3.77,2.02,ml,25,59,0.02509,0.16,ci,ci38451839,2019-07-05T14:18:24.170Z,"19km W of Searles Valley, CA",earthquake,0.23,0.49,0.127,25,automatic,ci,ci
2019-07-05T14:05:29.390Z,35.6081667,-117.5958333,1.97,1.66,ml,24,60,0.111,0.14,ci,ci38451807,2019-07-05T14:16:18.900Z,"7km E of Ridgecrest, CA",earthquake,0.22,0.46,0.164,26,automatic,ci,ci
2019-07-05T14:01:47.420Z,35.7918333,-117.6155,1.03,2.53,ml,30,53,0.02798,0.18,ci,ci38451775,2019-07-05T14:29:36.822Z,"19km W of Searles Valley, CA",earthquake,0.24,0.51,0.166,26,automatic,ci,ci
2019-07-05T13:56:24.670Z,35.5815,-117.6158333,8.32,1.7,ml,16,89,0.1152,0.21,ci,ci38451735,2019-07-05T14:00:04.906Z,"7km SE of Ridgecrest, CA",earthquake,0.35,1.3,0.201,10,automatic,ci,ci
2019-07-05T13:55:41.070Z,35.7153333,-117.5081667,9.68,2.63,ml,33,61,0.1238,0.21,ci,ci38451727,2019-07-05T14:08:42.681Z,"11km WSW of Searles Valley, CA",earthquake,0.33,0.9,0.139,25,automatic,ci,ci
2019-07-05T13:52:28.450Z,35.7625,-117.5815,7.6,1.64,ml,25,73,0.0547,0.17,ci,ci38451695,2019-07-05T14:03:07.810Z,"16km W of Searles Valley, CA",earthquake,0.27,0.78,0.199,26,automatic,ci,ci
2019-07-05T13:51:26.820Z,35.6733333,-117.526,11.63,1.55,ml,16,96,0.101,0.14,ci,ci38451687,2019-07-05T13:55:31.585Z,"15km ENE of Ridgecrest, CA",earthquake,0.32,0.83,0.17,22,automatic,ci,ci
2019-07-05T13:49:05.720Z,35.7496667,-117.5685,7.12,1.81,ml,33,56,0.07002,0.17,ci,ci38451679,2019-07-05T20:31:42.460Z,"15km W of Searles Valley, CA",earthquake,0.2,0.51,0.129,32,reviewed,ci,ci
2019-07-05T13:47:33.490Z,35.7465,-117.5656667,3.19,2.61,ml,30,57,0.07378,0.17,ci,ci38451671,2019-07-05T13:58:52.660Z,"15km W of Searles Valley, CA",earthquake,0.26,0.58,0.142,25,automatic,ci,ci
2019-07-05T13:47:11.700Z,35.7431667,-117.561,2.46,1.66,ml,20,87,0.07827,0.19,ci,ci38451663,2019-07-05T13:50:55.219Z,"14km W of Searles Valley, CA",earthquake,0.32,0.63,0.154,27,automatic,ci,ci
2019-07-05T13:43:36.140Z,37.404335,-118.5241699,8.58,2.94,md,24,83,,0.06,nc,nc73207726,2019-07-05T18:22:21.675Z,"7km E of Round Valley, CA",earthquake,0.39,1.05,0.16,34,automatic,nc,nc
2019-07-05T13:42:45.180Z,35.6581667,-117.5121667,1.39,1.53,ml,15,99,0.08229,0.23,ci,ci38451639,2019-07-05T13:46:20.190Z,"15km ENE of Ridgecrest, CA",earthquake,0.38,0.71,0.116,20,automatic,ci,ci
2019-07-05T13:41:03.040Z,35.7051667,-117.5111667,6.82,2.75,ml,32,61,0.1249,0.15,ci,ci38451623,2019-07-05T13:51:52.980Z,"12km SW of Searles Valley, CA",earthquake,0.24,0.75,0.158,26,automatic,ci,ci
2019-07-05T13:39:27.580Z,35.674,-117.463,6.8,1.63,ml,17,115,0.08731,0.17,ci,ci38451607,2019-07-05T13:43:12.470Z,"12km SSW of Searles Valley, CA",earthquake,0.37,0.9,0.125,21,automatic,ci,ci
2019-07-05T13:38:40.850Z,35.7301667,-117.5351667,10.9,2.22,ml,25,79,0.09931,0.16,ci,ci38451599,2019-07-05T13:49:39.540Z,"12km WSW of Searles Valley, CA",earthquake,0.24,0.49,0.196,25,automatic,ci,ci
2019-07-05T13:33:46.360Z,35.761,-117.5836667,6.67,2.02,ml,30,55,0.05577,0.18,ci,ci38451535,2019-07-05T13:44:38.640Z,"16km W of Searles Valley, CA",earthquake,0.26,0.7,0.195,26,automatic,ci,ci
2019-07-05T13:33:20.120Z,35.6286667,-117.4868333,10.06,1.51,ml,11,154,0.04662,0.26,ci,ci38451543,2019-07-05T13:37:14.952Z,"17km E of Ridgecrest, CA",earthquake,1.03,1.56,0.055,8,automatic,ci,ci
2019-07-05T13:32:45.050Z,35.6506667,-117.6005,11.05,1.65,ml,24,73,0.129,0.17,ci,ci38451527,2019-07-05T13:43:34.010Z,"8km ENE of Ridgecrest, CA",earthquake,0.26,0.58,0.171,28,automatic,ci,ci
2019-07-05T13:31:23.600Z,35.6991667,-117.4976667,1.13,2.41,ml,32,62,0.1161,0.16,ci,ci38451519,2019-07-05T13:42:25.130Z,"11km SW of Searles Valley, CA",earthquake,0.25,0.5,0.107,25,automatic,ci,ci
2019-07-05T13:30:01.010Z,35.7521667,-117.5678333,3.62,1.64,ml,22,85,0.06787,0.13,ci,ci38451511,2019-07-05T13:33:41.553Z,"15km W of Searles Valley, CA",earthquake,0.23,0.75,0.093,23,automatic,ci,ci
2019-07-05T13:29:11.848Z,52.1027,-170.0871,31,2.7,ml,,,,0.79,ak,ak0198jtvhdo,2019-07-05T18:23:33.231Z,"72km SE of Yunaska Island, Alaska",earthquake,,5.4,,,reviewed,ak,ak
2019-07-05T13:29:06.220Z,35.6985,-117.4828333,0.46,1.81,ml,21,86,0.113,0.19,ci,ci38451503,2019-07-05T13:32:51.547Z,"10km SW of Searles Valley, CA",earthquake,0.33,0.64,0.091,27,automatic,ci,ci
2019-07-05T13:26:30.300Z,35.6913333,-117.5186667,4.24,1.52,ml,21,80,0.1143,0.17,ci,ci38451495,2019-07-05T13:30:26.504Z,"13km SW of Searles Valley, CA",earthquake,0.31,0.83,0.187,23,automatic,ci,ci
2019-07-05T13:25:10.960Z,35.75,-117.5793333,6.16,1.53,ml,24,83,0.06724,0.19,ci,ci38451471,2019-07-05T13:28:56.492Z,"16km W of Searles Valley, CA",earthquake,0.32,0.97,0.157,25,automatic,ci,ci
2019-07-05T13:23:33.950Z,35.7865,-117.6171667,7.37,2.05,ml,29,68,0.03327,0.22,ci,ci38451455,2019-07-05T13:34:22.260Z,"19km NNE of Ridgecrest, CA",earthquake,0.3,0.81,0.15,26,automatic,ci,ci
2019-07-05T13:22:35.300Z,35.6048333,-117.6025,4.56,2.31,ml,29,41,0.1158,0.12,ci,ci38451447,2019-07-05T16:32:52.587Z,"7km ESE of Ridgecrest, CA",earthquake,0.19,0.67,0.176,26,automatic,ci,ci
2019-07-05T13:19:25.370Z,35.6904984,-117.5045013,1.27,1.52,ml,20,83,0.1093,0.16,ci,ci38451415,2019-07-05T13:23:08.787Z,"12km SW of Searles Valley, CA",earthquake,0.36,0.63,0.228,7,automatic,ci,ci
2019-07-05T13:18:20.640Z,35.7438333,-117.5475,8.29,2,ml,25,58,0.08247,0.16,ci,ci38451407,2019-07-05T13:29:12.800Z,"13km WSW of Searles Valley, CA",earthquake,0.26,0.91,0.214,26,automatic,ci,ci
2019-07-05T13:17:09.490Z,35.733,-117.5418333,1.51,1.85,ml,24,72,0.09416,0.17,ci,ci38451399,2019-07-05T13:20:53.077Z,"13km WSW of Searles Valley, CA",earthquake,0.27,0.56,0.126,26,automatic,ci,ci
2019-07-05T13:15:00.190Z,35.684,-117.5125,6.03,1.8,ml,27,81,0.1056,0.15,ci,ci38451391,2019-07-05T13:57:29.859Z,"14km SW of Searles Valley, CA",earthquake,0.22,1.06,0.209,26,automatic,ci,ci
2019-07-05T13:12:23.380Z,35.7586667,-117.5676667,5.07,2.75,ml,31,57,0.0619,0.17,ci,ci38451383,2019-07-05T13:57:20.031Z,"15km W of Searles Valley, CA",earthquake,0.25,0.75,0.121,25,automatic,ci,ci
2019-07-05T13:12:02.220Z,35.596,-117.5946667,1.91,1.51,ml,15,94,0.1084,0.24,ci,ci38451375,2019-07-05T13:15:47.647Z,"8km ESE of Ridgecrest, CA",earthquake,0.43,0.73,0.177,24,automatic,ci,ci
2019-07-05T13:10:12.900Z,35.7556667,-117.5698333,7.99,1.52,ml,14,151,0.06403,0.2,ci,ci38451359,2019-07-05T13:14:07.364Z,"15km W of Searles Valley, CA",earthquake,0.43,1.25,0.122,19,automatic,ci,ci
2019-07-05T13:09:23.630Z,35.7513351,-117.5608368,6.3,2.31,ml,38,44,0.07085,0.15,ci,ci38451351,2019-07-05T13:20:01.500Z,"14km W of Searles Valley, CA",earthquake,0.22,0.83,0.207,26,automatic,ci,ci
2019-07-05T13:04:26.760Z,35.7711667,-117.5598333,5.66,1.87,ml,22,85,0.054,0.17,ci,ci38451311,2019-07-05T13:08:35.304Z,"14km W of Searles Valley, CA",earthquake,0.26,0.98,0.124,27,automatic,ci,ci
2019-07-05T13:02:23.140Z,35.7693333,-117.5586667,5.04,1.77,ml,15,84,0.05605,0.23,ci,ci38451303,2019-07-05T18:25:13.065Z,"14km W of Searles Valley, CA",earthquake,0.43,0.56,0.029,5,reviewed,ci,ci
2019-07-05T13:02:18.107Z,50.9452,-130.9642,10,4.6,mb,,152,15.045,1.2,us,us70004b0c,2019-07-05T13:30:37.040Z,"239km WSW of Bella Bella, Canada",earthquake,15.8,2,0.085,42,reviewed,us,us
2019-07-05T13:02:01.710Z,35.5775,-117.6313333,4.25,2.46,ml,31,48,0.1062,0.16,ci,ci38451295,2019-07-05T13:12:52.060Z,"6km SE of Ridgecrest, CA",earthquake,0.2,0.75,0.128,25,automatic,ci,ci
2019-07-05T13:01:57.070Z,35.7739983,-117.8353348,26.01,1.54,ml,17,91,0.1068,0.3,ci,ci38451287,2019-07-05T19:41:28.098Z,"14km N of Inyokern, CA",earthquake,0.73,1.37,0.529,8,automatic,ci,ci
2019-07-05T13:01:26.730Z,19.4073334,-155.2453308,2.38,1.71,md,26,107,0.01452,0.12,hv,hv71034227,2019-07-05T13:04:31.330Z,"2km SSW of Volcano, Hawaii",earthquake,0.27,0.21,0.22,19,automatic,hv,hv
2019-07-05T12:59:58.290Z,35.7283333,-117.5248333,6.76,1.65,ml,20,95,0.1054,0.15,ci,ci38451263,2019-07-05T13:10:46.250Z,"12km WSW of Searles Valley, CA",earthquake,0.28,0.82,0.197,26,automatic,ci,ci
2019-07-05T12:58:28.335Z,51.3371,-130.5696,5.11,5.6,mww,,140,1.033,1.36,us,us70004b08,2019-07-05T21:32:59.801Z,"192km WSW of Bella Bella, Canada",earthquake,7.5,6,0.042,55,reviewed,us,us
2019-07-05T12:55:04.830Z,35.7508316,-117.5633316,6.9,3.65,mw,64,44,0.07048,0.18,ci,ci38451239,2019-07-05T16:51:05.307Z,"14km W of Searles Valley, CA",earthquake,0.16,0.56,,4,reviewed,ci,ci
2019-07-05T12:53:11.110Z,47.0985,-122.879166666667,40.82,2.07,ml,24,240,,0.34,uw,uw61533426,2019-07-05T17:15:45.099Z,"6km NNE of Olympia, Washington",earthquake,2.67,1.99,0.0932584547765081,14,reviewed,uw,uw
2019-07-05T12:51:38.752Z,51.3924,-130.5189,10,4.7,mwr,,142,0.995,0.72,us,us70004b04,2019-07-05T18:45:49.361Z,"186km WSW of Bella Bella, Canada",earthquake,5.9,1.9,0.098,10,reviewed,us,us
2019-07-05T12:51:31.640Z,35.7563333,-117.5753333,6.91,1.53,ml,19,130,0.06196,0.16,ci,ci38451191,2019-07-05T12:55:16.374Z,"16km W of Searles Valley, CA",earthquake,0.34,0.79,0.111,24,automatic,ci,ci
2019-07-05T12:50:00.450Z,35.758,-117.5736667,6.92,2.65,ml,30,60,0.06079,0.15,ci,ci38451175,2019-07-05T13:00:31.540Z,"15km W of Searles Valley, CA",earthquake,0.22,0.58,0.104,26,automatic,ci,ci
2019-07-05T12:49:35.910Z,35.5798333,-117.6325,4.01,2.46,ml,32,36,0.1079,0.15,ci,ci38451159,2019-07-05T13:39:27.041Z,"6km SE of Ridgecrest, CA",earthquake,0.2,0.77,0.099,25,automatic,ci,ci
2019-07-05T12:46:42.460Z,35.7653333,-117.5715,6.69,1.52,ml,20,145,0.05456,0.2,ci,ci38451135,2019-07-05T12:50:21.591Z,"15km W of Searles Valley, CA",earthquake,0.36,0.75,0.205,23,automatic,ci,ci
2019-07-05T12:43:58.180Z,35.1921667,-118.0206667,0.14,2.02,ml,13,106,0.0397,0.33,ci,ci38451119,2019-07-05T12:47:50.734Z,"8km NNW of California City, CA",earthquake,0.96,31.61,0.227,27,automatic,ci,ci
2019-07-05T12:43:44.300Z,35.6773333,-117.482,5.84,2.46,ml,20,109,0.09206,0.23,ci,ci38451111,2019-07-05T12:47:30.479Z,"12km SW of Searles Valley, CA",earthquake,0.44,1.5,0.199,25,automatic,ci,ci
2019-07-05T12:42:23.350Z,35.7471657,-117.5788345,2.52,1.65,ml,23,60,0.15,0.15,ci,ci38451103,2019-07-05T12:46:12.217Z,"16km W of Searles Valley, CA",earthquake,0.35,1.13,0.115,9,automatic,ci,ci
2019-07-05T12:41:22.570Z,35.7490005,-117.5706635,3.04,1.62,ml,17,137,0.07008,0.15,ci,ci38451095,2019-07-05T12:45:22.210Z,"15km W of Searles Valley, CA",earthquake,0.37,0.45,0.229,8,automatic,ci,ci
2019-07-05T12:38:30.070Z,35.7719994,-117.5721664,7.05,4.09,mw,62,44,0.04827,0.21,ci,ci38451079,2019-07-05T22:17:45.066Z,"15km W of Searles Valley, CA",earthquake,0.2,0.54,,6,reviewed,ci,ci
2019-07-05T12:35:25.040Z,35.6943333,-117.474,9.45,1.54,ml,21,110,0.108,0.2,ci,ci38451039,2019-07-05T12:39:17.667Z,"10km SW of Searles Valley, CA",earthquake,0.4,1.19,0.148,23,automatic,ci,ci
2019-07-05T12:34:26.440Z,35.7325,-117.5473333,1.08,1.76,ml,22,91,0.09254,0.18,ci,ci38451031,2019-07-05T12:38:12.148Z,"14km WSW of Searles Valley, CA",earthquake,0.3,0.5,0.105,27,automatic,ci,ci
2019-07-05T12:33:03.830Z,35.7486667,-117.5725,3.17,1.57,ml,21,84,0.06995,0.18,ci,ci38451015,2019-07-05T14:01:26.145Z,"15km W of Searles Valley, CA",earthquake,0.28,0.61,0.127,24,automatic,ci,ci
2019-07-05T12:30:29.390Z,35.7058333,-117.4723333,0.72,1.82,ml,25,87,0.1194,0.26,ci,ci38450999,2019-07-05T12:41:03.110Z,"9km SW of Searles Valley, CA",earthquake,0.39,1.04,0.201,27,automatic,ci,ci
2019-07-05T12:27:14.310Z,35.7426667,-117.545,6.42,2.01,ml,28,58,0.0845,0.17,ci,ci38450967,2019-07-05T12:37:57.320Z,"13km WSW of Searles Valley, CA",earthquake,0.27,0.81,0.189,25,automatic,ci,ci
2019-07-05T12:26:45.700Z,35.7536667,-117.5753333,7.18,1.56,ml,20,130,0.06451,0.18,ci,ci38450959,2019-07-05T12:30:29.986Z,"16km W of Searles Valley, CA",earthquake,0.36,0.69,0.096,22,automatic,ci,ci
2019-07-05T12:25:50.270Z,35.7585,-117.5708333,3.11,1.95,ml,23,84,0.0611,0.16,ci,ci38450951,2019-07-05T12:29:41.983Z,"15km W of Searles Valley, CA",earthquake,0.27,0.45,0.169,5,automatic,ci,ci
2019-07-05T12:25:18.530Z,35.7456667,-117.5656667,1.19,2.49,ml,31,57,0.07456,0.15,ci,ci38450943,2019-07-05T12:29:07.981Z,"15km W of Searles Valley, CA",earthquake,0.21,0.43,0.121,26,automatic,ci,ci
2019-07-05T12:23:57.990Z,35.7228317,-117.5285034,3.14,3.26,ml,50,46,0.1084,0.15,ci,ci38450935,2019-07-05T17:03:04.481Z,"12km WSW of Searles Valley, CA",earthquake,0.16,1.12,0.217,18,reviewed,ci,ci
2019-07-05T12:23:51.660Z,35.6660004,-117.5156631,1.9,2.02,ml,37,78,0.0905,0.17,ci,ci38450927,2019-07-05T12:34:47.460Z,"15km SW of Searles Valley, CA",earthquake,0.25,0.74,0.384,8,automatic,ci,ci
2019-07-05T12:22:50.630Z,35.532,-117.4286667,2.79,2.22,ml,29,51,0.05279,0.19,ci,ci38450911,2019-07-05T12:33:42.850Z,"24km ESE of Ridgecrest, CA",earthquake,0.28,0.48,0.151,26,automatic,ci,ci
2019-07-05T12:22:19.390Z,35.7511667,-117.572,6.58,1.51,ml,19,84,0.06769,0.17,ci,ci38450903,2019-07-05T12:26:09.916Z,"15km W of Searles Valley, CA",earthquake,0.37,0.86,0.13,11,automatic,ci,ci
2019-07-05T12:21:47.480Z,35.5333333,-117.4261667,5.47,1.83,ml,26,81,0.05097,0.21,ci,ci38450895,2019-07-05T12:25:39.914Z,"25km ESE of Ridgecrest, CA",earthquake,0.33,0.8,0.178,27,automatic,ci,ci
2019-07-05T12:18:19.040Z,63.0373,-144.1148,2.9,1.5,ml,,,,0.89,ak,ak0198jt7ng3,2019-07-05T12:22:58.707Z,"65km WSW of Tok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-05T12:17:28.970Z,35.5795,-117.5968333,4.01,1.79,ml,27,51,0.11,0.25,ci,ci38450855,2019-07-05T14:01:49.488Z,"8km ESE of Ridgecrest, CA",earthquake,0.46,1.28,0.144,26,automatic,ci,ci
2019-07-05T12:15:12.860Z,35.7008333,-117.4733333,0.52,1.54,ml,17,110,0.1144,0.19,ci,ci38450831,2019-07-05T12:18:57.161Z,"10km SW of Searles Valley, CA",earthquake,0.37,0.57,0.108,23,automatic,ci,ci
2019-07-05T12:13:53.110Z,35.6811676,-117.5084991,8.84,1.58,ml,30,46,0.1017,0.17,ci,ci38450815,2019-07-05T12:17:43.809Z,"14km SW of Searles Valley, CA",earthquake,0.28,0.89,0.176,14,automatic,ci,ci
2019-07-05T12:12:46.650Z,35.7763333,-117.577,7.4,1.5,ml,23,80,0.1561,0.15,ci,ci38450807,2019-07-05T12:16:38.801Z,"16km W of Searles Valley, CA",earthquake,0.27,1.65,0.042,2,automatic,ci,ci
2019-07-05T12:12:16.990Z,35.6648333,-117.5211667,0.29,1.91,ml,27,61,0.09175,0.21,ci,ci38450799,2019-07-05T12:16:04.799Z,"15km ENE of Ridgecrest, CA",earthquake,0.29,31.61,0.126,27,automatic,ci,ci
2019-07-05T12:11:13.090Z,35.7086667,-117.489,4,1.8,ml,23,83,0.1238,0.17,ci,ci38450791,2019-07-05T12:15:00.792Z,"10km SW of Searles Valley, CA",earthquake,0.28,0.85,0.139,27,automatic,ci,ci
2019-07-05T12:07:56.370Z,35.7531667,-117.5671667,0.82,1.84,ml,26,66,0.1611,0.19,ci,ci38450767,2019-07-05T12:18:15.690Z,"15km W of Searles Valley, CA",earthquake,0.28,0.65,0.169,27,automatic,ci,ci
2019-07-05T12:07:06.390Z,35.6451667,-117.5793333,10.35,1.86,ml,23,77,0.112,0.18,ci,ci38450759,2019-07-05T13:52:03.612Z,"9km ENE of Ridgecrest, CA",earthquake,0.27,0.72,0.148,26,automatic,ci,ci
2019-07-05T12:06:32.590Z,35.7438333,-117.5718333,0.29,1.5,ml,18,85,0.1697,0.19,ci,ci38450751,2019-07-05T12:10:31.775Z,"15km W of Searles Valley, CA",earthquake,0.36,31.61,0.137,20,automatic,ci,ci
2019-07-05T12:05:48.270Z,35.7503333,-117.581,2.12,1.7,ml,15,128,0.1496,0.14,ci,ci38450743,2019-07-05T12:09:30.366Z,"16km W of Searles Valley, CA",earthquake,0.3,0.71,0.105,7,automatic,ci,ci
2019-07-05T12:05:10.210Z,35.7503333,-117.5838333,2.64,2.49,ml,32,55,0.1475,0.16,ci,ci38450735,2019-07-05T12:16:07.850Z,"16km W of Searles Valley, CA",earthquake,0.22,1.01,0.122,25,automatic,ci,ci
2019-07-05T11:59:42.010Z,35.7726667,-117.5648333,1.84,1.97,ml,20,83,0.1654,0.11,ci,ci38450671,2019-07-05T12:03:24.468Z,"14km W of Searles Valley, CA",earthquake,0.2,0.45,0.096,18,automatic,ci,ci
2019-07-05T11:58:49.210Z,35.648,-117.585,6.77,2.88,ml,29,57,0.1174,0.13,ci,ci38450663,2019-07-05T20:58:07.137Z,"9km ENE of Ridgecrest, CA",earthquake,0.18,0.68,0.11,25,reviewed,ci,ci
2019-07-05T11:56:38.909Z,-48.9464,127.3937,10,5.1,mb,,92,15.105,0.97,us,us70004az7,2019-07-05T12:15:56.040Z,"Western Indian-Antarctic Ridge",earthquake,11,1.9,0.085,45,reviewed,us,us
2019-07-05T11:55:36.810Z,35.7446667,-117.5755,1.41,1.57,ml,23,83,0.1517,0.21,ci,ci38450655,2019-07-05T11:59:30.189Z,"16km W of Searles Valley, CA",earthquake,0.32,0.68,0.169,22,automatic,ci,ci
2019-07-05T11:52:34.050Z,35.7315,-117.533,10.71,1.76,ml,18,150,0.1558,0.14,ci,ci38450639,2019-07-05T11:56:24.169Z,"12km WSW of Searles Valley, CA",earthquake,0.32,0.68,0.096,6,automatic,ci,ci
2019-07-05T11:51:50.810Z,35.6008333,-117.6038333,4.64,2.72,ml,31,41,0.1163,0.16,ci,ci38450631,2019-07-05T12:02:51.020Z,"7km ESE of Ridgecrest, CA",earthquake,0.24,0.84,0.309,23,automatic,ci,ci
2019-07-05T11:49:26.090Z,35.7621667,-117.5651667,6.63,1.53,ml,17,153,0.1661,0.16,ci,ci38450615,2019-07-05T11:53:08.024Z,"15km W of Searles Valley, CA",earthquake,0.33,1.12,0.08,4,automatic,ci,ci
2019-07-05T11:49:04.580Z,35.7376667,-117.5595,9.42,1.71,ml,21,76,0.1619,0.18,ci,ci38450607,2019-07-05T11:52:51.959Z,"14km WSW of Searles Valley, CA",earthquake,0.34,1.04,0.162,24,automatic,ci,ci
2019-07-05T11:48:27.620Z,35.7685,-117.5701667,6.38,1.74,ml,22,64,0.1633,0.19,ci,ci38450599,2019-07-05T13:03:11.857Z,"15km W of Searles Valley, CA",earthquake,0.34,1.25,0.114,25,automatic,ci,ci
2019-07-05T11:46:35.380Z,35.6876667,-117.5006667,0.29,2.26,ml,27,62,0.1057,0.27,ci,ci38450575,2019-07-05T11:57:41.550Z,"12km SW of Searles Valley, CA",earthquake,0.44,31.61,0.104,27,automatic,ci,ci
2019-07-05T11:41:37.590Z,35.7565,-117.5596667,1.99,2.28,ml,27,85,0.168,0.14,ci,ci38450559,2019-07-05T13:46:18.696Z,"14km W of Searles Valley, CA",earthquake,0.23,1.04,0.109,26,automatic,ci,ci
2019-07-05T11:41:16.500Z,35.6061667,-117.6263333,11.52,1.72,ml,20,95,0.1328,0.19,ci,ci38450551,2019-07-05T13:56:38.184Z,"5km ESE of Ridgecrest, CA",earthquake,0.34,0.91,0.123,26,automatic,ci,ci
2019-07-05T11:39:50.760Z,35.758,-117.5918333,2.12,1.68,ml,25,71,0.1448,0.24,ci,ci38450543,2019-07-05T12:43:29.178Z,"17km W of Searles Valley, CA",earthquake,0.36,0.74,0.148,23,automatic,ci,ci
2019-07-05T11:37:51.630Z,35.7701667,-117.5728333,4.27,1.67,ml,20,82,0.1608,0.14,ci,ci38450519,2019-07-05T11:41:41.659Z,"15km W of Searles Valley, CA",earthquake,0.24,0.79,0.148,20,automatic,ci,ci
2019-07-05T11:36:03.920Z,35.7631667,-117.5838333,7.91,3.19,ml,34,55,0.05363,0.19,ci,ci38450511,2019-07-05T23:46:51.076Z,"16km W of Searles Valley, CA",earthquake,0.2,0.67,0.123,277,reviewed,ci,ci
2019-07-05T11:35:58.750Z,35.675,-117.5385,6.32,1.79,ml,29,60,0.108,0.14,ci,ci38450503,2019-07-05T13:50:59.426Z,"14km ENE of Ridgecrest, CA",earthquake,0.23,0.95,0.169,9,automatic,ci,ci
2019-07-05T11:32:58.270Z,35.7745018,-117.5786667,8.54,2.03,ml,19,72,0.1552,0.15,ci,ci38450463,2019-07-05T13:18:58.293Z,"16km W of Searles Valley, CA",earthquake,0.39,1.87,0.26,15,automatic,ci,ci
2019-07-05T11:32:37.700Z,35.7473333,-117.5741667,1.66,1.52,ml,17,84,0.1536,0.2,ci,ci38450455,2019-07-05T13:47:11.490Z,"16km W of Searles Valley, CA",earthquake,0.39,0.82,0.109,16,automatic,ci,ci
2019-07-05T11:31:31.390Z,35.758,-117.5821667,7.12,2.52,ml,28,64,0.1518,0.15,ci,ci38450447,2019-07-05T13:44:49.385Z,"16km W of Searles Valley, CA",earthquake,0.27,0.87,0.125,24,automatic,ci,ci
2019-07-05T11:31:24.630Z,35.7528333,-117.5635,1.13,1.82,ml,21,86,0.1637,0.19,ci,ci38450439,2019-07-05T11:35:11.810Z,"14km W of Searles Valley, CA",earthquake,0.27,0.49,0.089,7,automatic,ci,ci
2019-07-05T11:30:39.780Z,35.7101667,-117.4656667,1.15,2.33,ml,25,111,0.1234,0.14,ci,ci38450431,2019-07-05T13:44:38.025Z,"8km SW of Searles Valley, CA",earthquake,0.27,0.7,0.132,26,automatic,ci,ci
2019-07-05T11:30:23.020Z,35.7636667,-117.5665,1.08,1.83,ml,16,83,0.1658,0.18,ci,ci38450423,2019-07-05T11:34:09.298Z,"15km W of Searles Valley, CA",earthquake,0.33,0.65,0.078,8,automatic,ci,ci
2019-07-05T11:29:14.790Z,35.7718315,-117.5686646,3.75,3.05,ml,49,44,0.1637,0.16,ci,ci38450415,2019-07-05T17:03:50.998Z,"15km W of Searles Valley, CA",earthquake,0.17,0.72,0.198,19,reviewed,ci,ci
2019-07-05T11:26:53.780Z,35.751,-117.586,1.97,1.88,ml,26,72,0.1461,0.18,ci,ci38450391,2019-07-05T13:47:28.415Z,"16km W of Searles Valley, CA",earthquake,0.29,0.6,0.105,29,automatic,ci,ci
2019-07-05T11:26:24.050Z,35.9066667,-117.667,-0.06,1.96,ml,10,60,0.0604,0.29,ci,ci38450399,2019-07-05T13:42:23.841Z,"22km E of Little Lake, CA",earthquake,0.91,31.61,0.093,6,automatic,ci,ci
2019-07-05T11:26:09.711Z,37.2661,142.0952,25.86,4.4,mwr,,138,1.199,0.94,us,us70004aya,2019-07-05T12:08:35.040Z,"99km ESE of Namie, Japan",earthquake,7.3,5,0.089,12,reviewed,us,us
2019-07-05T11:26:00.650Z,35.7443333,-117.5745,1.34,2.01,ml,23,66,0.1523,0.2,ci,ci38450383,2019-07-05T13:56:50.595Z,"16km W of Searles Valley, CA",earthquake,0.3,0.57,0.122,24,automatic,ci,ci
2019-07-05T11:25:08.730Z,35.6436667,-117.5891667,8.26,2.6,ml,27,56,0.1181,0.16,ci,ci38450367,2019-07-05T13:51:42.082Z,"8km ENE of Ridgecrest, CA",earthquake,0.23,0.91,0.142,25,automatic,ci,ci
2019-07-05T11:21:56.589Z,61.3529,-150.0333,28.9,1.8,ml,,,,0.58,ak,ak0198jsmxwu,2019-07-05T11:26:06.279Z,"16km NNW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
